"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000291118",230.548142219775,0.138525239376071,0.162282670250195,0.853604634200948,0.393324089956955,0.763488094951804
"ENSG00000250645",83.3598091235541,0.225918647388949,0.264709901291776,0.853457487938585,0.393405653149233,0.763536224366117
"ENSG00000113312",5540.94907841692,0.0705576731329437,0.0826846713596531,0.853334384387153,0.393473897333485,0.763558493599101
"ENSG00000171202",286.902484184692,-0.128953737878586,0.151142141882511,-0.853195119987297,0.393551109154096,0.763598156105393
"ENSG00000112874",366.576093661076,0.163414026773496,0.191564795924331,0.853048317072023,0.393632510457775,0.763645934755095
"ENSG00000188092",157.009330747126,-0.352599852089324,0.413407571254204,-0.852910968755602,0.393708678476012,0.763683548529328
"ENSG00000224616",123.4993671181,-0.193440569519128,0.22697656451741,-0.85224908540851,0.39407585826584,0.764285550638147
"ENSG00000236287",926.62293540799,0.0748967017079789,0.0879069281729882,0.851999987539014,0.394214098970615,0.764320714477383
"ENSG00000061936",4910.44377380544,0.0643574100320114,0.0755449139839,0.851909237010014,0.394264469668705,0.764320714477383
"ENSG00000269352",77.6462528023444,-0.282828538721277,0.331955851177124,-0.852006487363786,0.394210491419765,0.764320714477383
"ENSG00000177485",463.970272828363,0.104663401697369,0.122881130480874,0.851745107550578,0.39435557892314,0.764387164795536
"ENSG00000100764",5668.24115557128,0.0835101520783556,0.098065275172568,0.851577196223645,0.394448800696337,0.764457690110336
"ENSG00000115540",73.463978816197,0.27914110075108,0.327999342503585,0.85104164728022,0.39474621825166,0.76492387775318
"ENSG00000153066",777.120719690199,-0.0820061461555231,0.0963899635131504,-0.850774740093506,0.394894496008775,0.764990777951609
"ENSG00000184640",8565.98851600326,-0.0640713725450122,0.0753068405477962,-0.85080415110958,0.394878155346696,0.764990777951609
"ENSG00000124733",9615.66449307727,0.0690118081362843,0.0811274411019172,0.8506592491878,0.394958666324578,0.765004905251379
"ENSG00000100865",208.793699826111,0.135246228367946,0.159052862397653,0.850322504915457,0.395145807837937,0.765257180046112
"ENSG00000267568",36.2472910049511,0.401545678014369,0.47230013506609,0.85019174927439,0.395218488132907,0.765287743361301
"ENSG00000221990",53.0057452569469,-0.28509928873376,0.335605315593197,-0.84950766715311,0.395598865697105,0.765803791540884
"ENSG00000135604",78.2770425492918,-0.224505285415217,0.264249043189522,-0.84959734463144,0.395548988766817,0.765803791540884
"ENSG00000120708",1600.91274050962,-0.108430680913818,0.127672926057804,-0.849284842619848,0.395722812970825,0.765933491791279
"ENSG00000224040",37.9709651468758,-0.321080639174011,0.378233801517423,-0.848894619904089,0.395939932841814,0.76613323215687
"ENSG00000291072",66.44667200998,0.651291006967451,0.767151415888791,0.848973218947776,0.395896194557929,0.76613323215687
"ENSG00000131236",8956.75460911913,-0.0525801130408175,0.0619517008679591,-0.848727513597798,0.396032932768797,0.766202955371162
"ENSG00000136002",1793.80512368305,0.107989345147637,0.127289600843496,0.848375235934722,0.39622902960673,0.766436028430279
"ENSG00000188725",563.071251139571,0.100172212041255,0.118084946215622,0.848306369707291,0.396267371130421,0.766436028430279
"ENSG00000181418",71.8776453014908,0.246887288637006,0.291092954478374,0.848139004530074,0.396360561640989,0.766506046595442
"ENSG00000183853",1370.67631995421,-0.109771191784067,0.129464162006483,-0.847888636382399,0.396499993686294,0.766555255869002
"ENSG00000251235",30.2339272079632,0.350594509415115,0.413470155495214,0.847931839228414,0.396475931558714,0.766555255869002
"ENSG00000084093",1216.83859092056,0.0646313895771665,0.076251276717418,0.84761058908805,0.396654875164282,0.766634296732231
"ENSG00000253982",45.7366705168197,0.66544721090168,0.785041448996605,0.847658695922638,0.396628075465125,0.766634296732231
"ENSG00000115446",798.010835496384,-0.0855964564517111,0.101002466087577,-0.847468975435629,0.396733772652937,0.766676615256035
"ENSG00000081307",2539.17017726211,0.0496432601986222,0.0586424372864112,0.846541557544125,0.397250700828982,0.767565281733919
"ENSG00000162819",742.075286108881,-0.0800216300379824,0.0945709372222223,-0.846154562790765,0.39746652569252,0.767626565366621
"ENSG00000144504",137.859447037014,-0.170095166993595,0.201040210035054,-0.846075354596661,0.39751070838502,0.767626565366621
"ENSG00000083097",151.824121930793,-0.212186513177223,0.250778407508883,-0.846111574297748,0.397490504502866,0.767626565366621
"ENSG00000141497",119.343116146726,0.202329064901048,0.239082003096599,0.84627476046074,0.397399484539316,0.767626565366621
"ENSG00000163704",68.0983719720337,-0.249358365740367,0.294812386902864,-0.84582051778756,0.397652877609136,0.767790870491369
"ENSG00000141391",301.769474248863,0.142137583505107,0.168085134452385,0.845628520143594,0.397760010149925,0.767887489093798
"ENSG00000230457",74.3773453063717,-0.232281677084886,0.27472210733806,-0.845515052776774,0.397823331851213,0.767899513978015
"ENSG00000290376",111.896960237114,0.527770041344134,0.624481742351962,0.845132860660448,0.398036663022751,0.76820105002956
"ENSG00000157184",517.768795718175,0.112221340782705,0.132863742115325,0.844634804018219,0.398314770628349,0.768215581523463
"ENSG00000212237",34.7827518798256,0.418516508683453,0.495488801447734,0.84465381954268,0.398304150486601,0.768215581523463
"ENSG00000157654",1483.06665929913,0.0751811656945664,0.089010214672275,0.844635258676484,0.398314516700403,0.768215581523463
"ENSG00000123094",1578.61504586441,-0.0672588981488847,0.0796332771188274,-0.844607940076636,0.398329774389935,0.768215581523463
"ENSG00000103037",540.135835542138,0.0983257701787626,0.116406801098918,0.844673758324562,0.398293014890172,0.768215581523463
"ENSG00000154118",709.625335240927,0.115788265319212,0.137217013150084,0.84383315640726,0.398762644768807,0.768940153711893
"ENSG00000213213",30.5346816074997,-0.365921471483764,0.433830468809733,-0.843466510057983,0.39896758817685,0.769225066080653
"ENSG00000115944",1333.35224565637,0.0693394621747868,0.0822426684577483,0.843108127144604,0.399167973854971,0.769280591538811
"ENSG00000120800",2101.21353247659,0.0696488648049756,0.0826088124324375,0.843116645236109,0.399163210359633,0.769280591538811
"ENSG00000159231",31.6615881733104,-0.365036615426773,0.432959429834745,-0.843119678825571,0.399161513921073,0.769280591538811
"ENSG00000115561",178.691537175687,0.144736952666702,0.171736657860858,0.842784263240807,0.399349110715242,0.769519418212035
"ENSG00000067606",2805.65453253353,-0.0772222926489225,0.0916708612473331,-0.842386463901244,0.399571667282505,0.769617488894414
"ENSG00000203644",33.5250740281477,-0.335275872954503,0.397931293089921,-0.842547140113308,0.39948176487458,0.769617488894414
"ENSG00000159184",111.900844086875,0.274413267682282,0.325726590560684,0.842465047787244,0.399527696088584,0.769617488894414
"ENSG00000165996",316.346171654458,-0.126114463335287,0.149761244426245,-0.84210346821334,0.399730040124939,0.769812290904988
"ENSG00000073169",235.899642831087,0.131273127269432,0.155986506991712,0.841567195785765,0.40003025773336,0.770280167002677
"ENSG00000150630",62.3447501355502,0.256814973054854,0.305327583112463,0.841112913667742,0.400284681312225,0.770439176252064
"ENSG00000120705",5029.46314289682,-0.0531002185789964,0.0631283934933952,-0.8411463628415,0.400265944574166,0.770439176252064
"ENSG00000239382",122.619832145937,0.192974916517302,0.229402368304897,0.841207167751732,0.400231885720506,0.770439176252064
"ENSG00000185973",159.138566410379,-0.150048385270638,0.1784704402038,-0.840746428928478,0.400490004275698,0.77072407461842
"ENSG00000143149",1685.202591814,-0.0541721568826627,0.0644646355363434,-0.840339147688533,0.400718257697284,0.770840527762697
"ENSG00000204335",44.633813370997,-0.294851876891784,0.350875599196906,-0.840331666170715,0.400722451309798,0.770840527762697
"ENSG00000073350",2896.98244782415,-0.0580319079557863,0.0690556927569703,-0.840363851826376,0.400704410482976,0.770840527762697
"ENSG00000156958",414.529500737405,0.10142537481886,0.120751005079502,0.839954704742065,0.400933783494485,0.771136763620881
"ENSG00000106683",537.167934516026,0.111307849180769,0.132537648985451,0.839820609712093,0.401008976012855,0.771171107717029
"ENSG00000176597",135.078607404908,0.23459627476428,0.279535364896399,0.839236476755724,0.401336621822944,0.771184381483385
"ENSG00000227885",46.2687139677428,-0.295083752181065,0.351598032522637,-0.839264514832194,0.401320891324401,0.771184381483385
"ENSG00000174903",1073.20988144674,-0.0723521093408778,0.0862128087972223,-0.839226912453975,0.401341987868964,0.771184381483385
"ENSG00000185298",4808.3982368081,0.0565025948637715,0.0672981362826401,0.839586324151248,0.401140369745392,0.771184381483385
"ENSG00000121060",2893.76587581567,-0.0653784186286936,0.0779061121775415,-0.839194984851787,0.401359901143769,0.771184381483385
"ENSG00000141873",200.043340675178,-0.173909076217377,0.207108012974614,-0.839702306635013,0.401075320374311,0.771184381483385
"ENSG00000085872",1187.01818676151,-0.100502280350345,0.119781596432686,-0.839046091749368,0.401443445326233,0.771234729272652
