"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000242861",18.7092469486013,-0.121250539960672,0.855082718583951,-0.141799778343629,0.887238159156497,NA
"ENSG00000243709",0.293022399876339,-1.58734813434757,4.04382638527211,-0.392536173196949,0.694662089225729,NA
"ENSG00000226849",1.85158041435637,1.04994571049481,1.723132358442,0.609323889340766,0.542309775454218,NA
"ENSG00000284657",8.93786128054862,0.719827459058448,0.882352370836372,0.815804980924039,0.414611684002641,NA
"ENSG00000272432",1.32128285322421,-1.37232274118297,2.61313656922184,-0.525163038681759,0.599469856753977,NA
"ENSG00000261349",22.7930498400667,0.293360110691991,0.552076428819361,0.531375902643324,0.595158316765882,NA
"ENSG00000187010",11.9031380454031,0.727434761358843,0.677558459006027,1.0736118067598,0.282996703658122,NA
"ENSG00000224183",1.53615264087628,0.590767051330186,2.54784379348753,0.231869415558454,0.816639440045663,NA
"ENSG00000259984",0.856645384224008,2.07592794902057,2.91064514415663,0.713219182073148,0.475710138233021,NA
"ENSG00000238084",0.370267620211903,2.11193770609377,4.03341515263766,0.523610297024017,0.600549618126854,NA
"ENSG00000286655",9.06285540816445,-0.355336450840903,0.863004796535065,-0.41174330926962,0.680527577364489,NA
"ENSG00000160838",10.6549430436589,-0.0415377238926155,0.829219049463307,-0.0500925827976333,0.960048610389591,NA
"ENSG00000211581",0.317119105870623,-1.68635809258465,4.03488104032041,-0.417944934617139,0.675987378070706,NA
"ENSG00000155816",0.809801220026411,-0.26432425271238,3.64610565074944,-0.0724949516089995,0.942208022932304,NA
"ENSG00000180875",0.732555999690847,-2.90351546051374,3.96238390384392,-0.732769850416823,0.463698812892757,NA
"ENSG00000162745",8.80555767889402,-1.08651956443443,0.858412624643543,-1.26573111024038,0.205609366270623,NA
"ENSG00000187862",6.95593900709973,-0.687712618139361,1.36521232891135,-0.503740409880239,0.614443807610812,NA
"ENSG00000170075",6.20244832659555,-0.249897473910386,0.886672031272666,-0.281837551086055,0.778068075980917,NA
"ENSG00000250734",0.821678530723771,-0.304267879929463,2.99967904172238,-0.101433478614684,0.91920636142428,NA
"ENSG00000159409",12.07036338518,0.592968135233227,0.731614670620658,0.810492406788656,0.417657227393836,NA
"ENSG00000178796",0.316777021271058,-1.68500243645115,4.0349995524747,-0.417596684841692,0.676242021025396,NA
"ENSG00000143450",8.87020588692454,-0.355738737055519,0.797892587054272,-0.445847903373643,0.655707116226295,NA
"ENSG00000249602",4.5489360654308,0.77255061717579,1.08163175726888,0.714245501746804,0.475075385041959,NA
"ENSG00000269489",1.05799643089399,1.22337127169994,3.39049702929328,0.360823578705492,0.718231335301962,NA
"ENSG00000213171",1.08633329145224,-3.46673395022739,2.61737138999251,-1.32450975947946,0.185333803978669,NA
"ENSG00000234614",21.2873861413978,0.685306017028736,0.486341236130912,1.40910530737778,0.158804031737371,NA
"ENSG00000285651",0.663290020088242,0.318914611637778,3.86931207944182,0.0824215274162595,0.934311517886349,NA
"ENSG00000223810",0.317461190470189,-1.68771561148729,4.0347624733484,-0.418293672213788,0.675732415555651,NA
"ENSG00000116819",18.2247487510538,1.16145764585838,0.61735618554762,1.88134123063515,0.0599255157634938,NA
"ENSG00000174876",0.697914788988914,3.03613078633055,3.6607538910037,0.829373095468623,0.406893320766791,NA
"ENSG00000173212",21.2960399683605,-0.197226533881947,0.608850413699284,-0.323932659721175,0.745989017122111,NA
"ENSG00000163531",1.30771421013631,0.197211162567771,2.17833184195166,0.0905331128938929,0.927863581700111,NA
"ENSG00000143028",10.1104663181462,-1.10984402603027,0.714375341565107,-1.55358669519408,0.120283034956419,NA
"ENSG00000237481",2.18879838495417,0.828426197432819,1.90169156959569,0.435625950431565,0.663108139543462,NA
"ENSG00000230331",0.348957394494457,2.03750601639804,4.04000985490667,0.504331942142034,0.614028134721412,NA
"ENSG00000143632",6.55735154483286,0.882213664845965,0.860731648100634,1.02495785625257,0.305383073429814,NA
"ENSG00000279667",0.856645384224008,2.07592794902057,2.91064514415663,0.713219182073148,0.475710138233021,NA
"ENSG00000238186",18.2689300836124,0.209020028931264,0.573158285300052,0.364681161019667,0.715349422872587,NA
"ENSG00000229820",3.9050607408706,1.08700387167865,1.1988026259542,0.906741316831399,0.364543608922905,NA
"ENSG00000221216",0.316777021271058,-1.68500243645115,4.0349995524747,-0.417596684841692,0.676242021025396,NA
"ENSG00000200087",13.7529582332814,0.777243402056815,0.642748481985694,1.20924968917175,0.226566933096744,NA
"ENSG00000231468",0.812245615703684,-0.400171155931794,2.59318330247733,-0.15431657127728,0.877360131831271,NA
"ENSG00000279443",15.0511037795187,-1.40901977495913,0.630046700090404,-2.23637354938443,0.0253273122806357,NA
"ENSG00000221539",18.4612374545362,-0.25009448599836,0.583699575738105,-0.42846439571608,0.668313049954941,NA
"ENSG00000229388",11.4230837550509,-0.268601007104591,0.698251969143105,-0.384676333149791,0.700477231823239,NA
"ENSG00000174567",3.77181163182931,-0.41202673000295,1.18948814230407,-0.346389943160631,0.729049682054416,NA
"ENSG00000231691",0.84611732131762,-0.368464089177403,2.98344903126505,-0.123502726313098,0.901709015534658,NA
"ENSG00000219133",4.78270979862104,0.331999774289493,1.2602437886893,0.263440912995719,0.792210759917862,NA
"ENSG00000237848",7.98536360104699,-0.864414846673347,0.90720786466096,-0.952829974634749,0.340676224392574,NA
"ENSG00000236779",0.317461190470189,-1.68771561148729,4.0347624733484,-0.418293672213788,0.675732415555651,NA
"ENSG00000240710",1.17208959950536,-3.57997005520534,3.9416584859162,-0.908239531150862,0.363751682552938,NA
"ENSG00000240219",2.89231901809928,-4.88221779861862,1.88135595145117,-2.59505267722078,0.00945764226588851,NA
"ENSG00000228348",0.293022399876339,-1.58734813434757,4.04382638527211,-0.392536173196949,0.694662089225729,NA
"ENSG00000203910",1.06818240920082,3.6476224046635,2.57062769212977,1.41896176402015,0.155910163752723,NA
"ENSG00000163563",3.46538925425539,2.21832361638956,1.35884739233904,1.63250386238816,0.102573385486529,NA
"ENSG00000233542",1.01469181025997,1.15270302212578,2.78819707891358,0.413422362014283,0.679297193699276,NA
"ENSG00000187730",24.1112416014939,-0.896694109146456,0.529124600226848,-1.69467476802633,0.0901371347610682,NA
"ENSG00000226969",2.04050786793057,0.197714988724036,1.76748501838033,0.111862327922426,0.910932567037139,NA
"ENSG00000186510",26.9259029579762,0.252026080728457,0.476309036119487,0.529123030672955,0.59672010595544,NA
"ENSG00000232456",10.7302810458227,-0.208893325890455,0.711925721034517,-0.29342011352941,0.769201053312574,NA
"ENSG00000278480",0.634238211741246,-2.68833767158757,3.79740633217613,-0.707940482641739,0.478982218569161,NA
"ENSG00000236045",0.370267620211903,2.11193770609377,4.03341515263766,0.523610297024017,0.600549618126854,NA
"ENSG00000228140",6.24811200701798,0.42330548169555,1.08928872340304,0.388607237549569,0.697566712021508,NA
"ENSG00000162438",7.01144926294435,-0.571218533999894,0.959054397193385,-0.595605979881361,0.551438480894105,NA
"ENSG00000169214",11.1878439842637,-0.903435106285419,0.746334157133157,-1.21049679644266,0.226088319295985,NA
"ENSG00000153230",1.79612539113852,-0.640232515459786,1.75835410592694,-0.364108977424816,0.715776633285518,NA
"ENSG00000201900",10.5557914131016,0.121723872031125,0.696725942153233,0.174708396324295,0.861308769937575,NA
"ENSG00000278267",14.1129211119019,-0.0301476306464716,0.654373704233119,-0.0460709690066207,0.963253684806352,NA
"ENSG00000243485",0.994935030132363,0.321807357198903,3.43751815565881,0.0936161912829891,0.925414047317216,NA
"ENSG00000238009",0.370267620211903,2.11193770609377,4.03341515263766,0.523610297024017,0.600549618126854,NA
"ENSG00000268903",0.953663826488442,-2.00745239791524,2.41730849783916,-0.830449402593714,0.406284743779671,NA
"ENSG00000239906",2.78596743211747,-0.648993047342747,1.38084705797222,-0.46999632841004,0.63835764073721,NA
"ENSG00000241860",0.475165531906586,-2.27136093030381,3.99263433496766,-0.56888779180481,0.569432290782785,NA
"ENSG00000197437",2.65941721010577,0.229447084708261,1.52320276253703,0.150634630104068,0.880263942206513,NA
"ENSG00000207721",0.528998215446997,1.15016470152288,4.03341448949326,0.285159064241716,0.775522280854053,NA
"ENSG00000229956",5.32637180504223,0.387497255616492,0.985992407834919,0.393002271150721,0.694317803943662,NA
"ENSG00000231073",3.86399373502554,0.847146452806999,1.09902442244448,0.770816767586248,0.440815547096009,NA
"ENSG00000200759",1.35211397865663,1.77692074930777,2.24025978607465,0.793176202310566,0.427675170526722,NA
"ENSG00000163141",18.9450690451809,0.327985543063526,0.543205535352116,0.603796393295072,0.54597901766446,NA
"ENSG00000213190",20.3209778657431,-0.734077574726154,0.50832854233294,-1.44410064277948,0.148710667313827,NA
"ENSG00000117009",20.6573190915074,0.729947628883025,0.592848657712149,1.23125458645711,0.218227661236806,NA
"ENSG00000287513",14.7830451912979,-0.666127886749085,0.742527208070677,-0.89710906147116,0.369660723917931,NA
"ENSG00000215014",5.2167420136844,-0.567916040015187,1.21463454999251,-0.46756124302465,0.640098386292314,NA
"ENSG00000229022",8.61737863341312,-0.0225100057031,0.783994058136527,-0.0287119595735252,0.977094317940588,NA
"ENSG00000235990",8.63995002360115,-0.116800777583121,0.85796148180296,-0.136137554028265,0.891712540056525,NA
"ENSG00000196289",1.33989458335971,1.81825031221478,2.56381918581169,0.709196000356451,0.47820285517399,NA
"ENSG00000213026",0.331645010044121,0.20452045764241,4.0804728567969,0.0501217542231013,0.960025364160403,NA
"ENSG00000197769",0.293022399876339,-1.58734813434757,4.04382638527211,-0.392536173196949,0.694662089225729,NA
"ENSG00000162843",3.84437484169863,0.325252487650326,1.08026180069259,0.301086724941857,0.763348363589762,NA
"ENSG00000288723",0.317461190470189,-1.68771561148729,4.0347624733484,-0.418293672213788,0.675732415555651,NA
"ENSG00000152763",13.1161213301698,0.493807147068865,0.636554011555672,0.775750585346327,0.437896265669068,NA
"ENSG00000118473",0.697914788988914,3.03613078633055,3.6607538910037,0.829373095468623,0.406893320766791,NA
"ENSG00000282418",13.9437859051473,-0.775879870382926,0.604895434494533,-1.2826677573311,0.199608500566402,NA
"ENSG00000222046",5.04719114014026,0.795515902160886,0.963529485820668,0.825626941227772,0.409015747460349,NA
"ENSG00000212916",1.75813439925803,-4.16453940489555,3.51747441124139,-1.1839572710426,0.236429977513602,NA
"ENSG00000117600",1.24472180208777,-3.6626882696514,2.4514953562378,-1.49406290341597,0.135159178837039,NA
"ENSG00000119283",2.54040437292476,1.65828441208489,1.59579563790945,1.0391583813685,0.298731082762882,NA
"ENSG00000162398",2.59235796807703,0.219689342507455,1.8437600655682,0.119152891208625,0.905154228045667,NA
"ENSG00000196427",11.4967586203244,0.341691753021652,0.844885993207146,0.404423503015604,0.685901319971472,NA
"ENSG00000263513",9.72313830837573,0.201213075017011,0.781678444563489,0.257411569189904,0.796861072805882,NA
"ENSG00000197241",2.04824945056012,1.22864116420178,1.64675637495768,0.746097712379196,0.455608391137218,NA
"ENSG00000226029",9.07128380879916,0.749424571769082,0.842290175289904,0.889746305673268,0.373602123840112,NA
"ENSG00000233421",0.697914788988914,3.03613078633055,3.6607538910037,0.829373095468623,0.406893320766791,NA
"ENSG00000187942",18.2062414803234,0.0502370304974289,0.5440733798244,0.0923350275171392,0.926431859296129,NA
"ENSG00000232037",28.1717027251049,-0.204497742777872,0.491228363907201,-0.416298727441773,0.67719142365083,NA
"ENSG00000228397",0.293022399876339,-1.58734813434757,4.04382638527211,-0.392536173196949,0.694662089225729,NA
"ENSG00000285752",5.79763926698442,0.888507802411184,0.981240352156943,0.905494561508894,0.365203439756508,NA
"ENSG00000230068",0.316777021271058,-1.68500243645115,4.0349995524747,-0.417596684841692,0.676242021025396,NA
"ENSG00000271428",0.316777021271058,-1.68500243645115,4.0349995524747,-0.417596684841692,0.676242021025396,NA
"ENSG00000162552",11.5898836807268,-1.27550267644997,0.686453709803956,-1.85810442602785,0.0631541864368766,NA
"ENSG00000285873",0.317461190470189,-1.68771561148729,4.0347624733484,-0.418293672213788,0.675732415555651,NA
"ENSG00000196550",22.3562835312963,0.482927203863403,0.505608684293092,0.955140247518886,0.339506777985488,NA
"ENSG00000229509",1.34633682030409,0.933453217150281,1.93179728629323,0.4832045389925,0.62895051280273,NA
"ENSG00000162888",1.20450763083216,0.667137966473406,2.73567128283212,0.2438662754038,0.807334389056402,NA
"ENSG00000261000",1.01469181025997,1.15270302212578,2.78819707891358,0.413422362014283,0.679297193699276,NA
"ENSG00000234981",8.4612111971398,1.28420912453096,0.818386193305792,1.56919695742119,0.116602052963679,NA
"ENSG00000279946",0.293022399876339,-1.58734813434757,4.04382638527211,-0.392536173196949,0.694662089225729,NA
"ENSG00000228549",12.5024948052496,0.738806726043129,1.02241779124754,0.722607462788425,0.46992108200798,NA
"ENSG00000183586",2.95385775186069,-0.116567768274035,1.29545959776712,-0.0899817859815574,0.928301688787279,NA
"ENSG00000232862",0.293022399876339,-1.58734813434757,4.04382638527211,-0.392536173196949,0.694662089225729,NA
"ENSG00000092850",1.21469360913899,2.68578263866832,2.23176059473039,1.20343671494602,0.228807367288235,NA
"ENSG00000270115",8.95302403490489,1.39835406701403,0.931126737834293,1.50178703950277,0.133152116533739,NA
"ENSG00000184389",0.317461190470189,-1.68771561148729,4.0347624733484,-0.418293672213788,0.675732415555651,NA
"ENSG00000225313",23.4954325628771,-0.0803154315888433,0.631495170566846,-0.127182970404588,0.898795583568015,NA
"ENSG00000284154",0.985502115112276,0.231363994581811,2.16066855058062,0.10707981773495,0.91472565821303,NA
"ENSG00000222112",0.293022399876339,-1.58734813434757,4.04382638527211,-0.392536173196949,0.694662089225729,NA
"ENSG00000233246",1.6251754006065,-0.400191394086928,1.75137587335098,-0.228501145971153,0.819256665330142,NA
"ENSG00000285867",2.44560445484201,2.12237912638486,1.66459128364769,1.2750151627215,0.202303875220495,NA
"ENSG00000160678",20.5299495938363,0.410316172672807,0.511692914261605,0.801879723632506,0.422622536149238,NA
"ENSG00000286379",17.7071505566188,0.899666934433337,0.546735373405412,1.64552538247095,0.0998615126632194,NA
"ENSG00000232237",12.9709068271108,0.145155601788099,0.657367731596963,0.220813396841777,0.825237731874542,NA
"ENSG00000225857",7.57891566133167,1.3306975705442,1.05826550671911,1.25743262167705,0.208597022887645,NA
"ENSG00000243155",2.45493759855938,0.437576671300499,1.62825926796924,0.268738940971141,0.788130583173366,NA
"ENSG00000232586",7.08493161840128,0.922993697429423,1.10246411426383,0.837209742691491,0.402474682061212,NA
"ENSG00000251520",2.69436497299872,0.198027980627072,1.38129841339886,0.143363648800405,0.886002990424873,NA
"ENSG00000270711",0.990937188865253,1.23682434344274,2.79834784040428,0.441983775420875,0.658500946581483,NA
"ENSG00000237292",0.622702985643452,-2.66377441454946,3.85986309160011,-0.690121476159713,0.490117798649871,NA
"ENSG00000229567",0.697914788988914,3.03613078633055,3.6607538910037,0.829373095468623,0.406893320766791,NA
"ENSG00000274386",22.6186836587325,0.0632273282590707,0.477822386369119,0.132323913786299,0.894728093221726,NA
"ENSG00000229010",0.293022399876339,-1.58734813434757,4.04382638527211,-0.392536173196949,0.694662089225729,NA
"ENSG00000252578",0.348957394494457,2.03750601639804,4.04000985490667,0.504331942142034,0.614028134721412,NA
"ENSG00000163206",0.293022399876339,-1.58734813434757,4.04382638527211,-0.392536173196949,0.694662089225729,NA
"ENSG00000163207",1.39582957797783,4.0357916488869,2.90914156235944,1.38727922391432,0.16535663581128,NA
"ENSG00000230023",0.293022399876339,-1.58734813434757,4.04382638527211,-0.392536173196949,0.694662089225729,NA
"ENSG00000232298",14.3057491856211,0.452508851710973,0.723249909009568,0.625660433653766,0.531537690480895,NA
"ENSG00000249007",27.9007937135895,-0.635317608935948,0.495329151422788,-1.28261703780417,0.199626278070984,NA
"ENSG00000243323",4.70039071264825,-4.55970393435272,1.60778251840728,-2.83602034612847,0.00456795358535202,NA
"ENSG00000143851",23.0215666529371,-2.81180360412147,1.24044487679721,-2.26677029887975,NA,NA
"ENSG00000237842",19.0753820991623,0.451444753424167,0.533401050503589,0.846351451685283,0.397356712996259,NA
"ENSG00000235700",0.316777021271058,-1.68500243645115,4.0349995524747,-0.417596684841692,0.676242021025396,NA
"ENSG00000232864",2.20467353691864,0.405332928578326,1.60394904601961,0.252709354816606,0.800492818381013,NA
"ENSG00000224834",2.38946526242502,0.603407895512438,1.59152921361175,0.379137178476975,0.704585999192234,NA
"ENSG00000270361",0.856303299624443,2.07592690822226,2.91098714085466,0.713135032129604,0.475762203501986,NA
"ENSG00000268154",0.990937188865253,1.23682434344274,2.79834784040428,0.441983775420875,0.658500946581483,NA
"ENSG00000271380",2.61814600646185,-0.535917909664478,1.32492698120763,-0.404488637687795,0.685853431571795,NA
"ENSG00000264349",12.7618830918988,0.162583514982059,0.680075026765767,0.239067027288529,0.811053608929459,NA
"ENSG00000284641",0.293022399876339,-1.58734813434757,4.04382638527211,-0.392536173196949,0.694662089225729,NA
"ENSG00000223945",0.316777021271058,-1.68500243645115,4.0349995524747,-0.417596684841692,0.676242021025396,NA
"ENSG00000281571",3.31741004324174,-0.38555224454639,1.23362898279348,-0.31253500843773,0.754633961651265,NA
"ENSG00000223612",9.50266752901188,-0.390029948755942,1.19657671569246,-0.325954820648697,0.744458537777386,NA
"ENSG00000198483",0.610483590346528,-2.63727687063842,3.8407946607761,-0.686648754637017,0.492304097161382,NA
"ENSG00000143127",3.11643185976093,2.02990086187353,1.41535651754656,1.43419755850084,0.15151589360332,NA
"ENSG00000244619",0.370267620211903,2.11193770609377,4.03341515263766,0.523610297024017,0.600549618126854,NA
"ENSG00000234222",11.4588010887484,0.0912900039053585,0.730884514538521,0.124903458876809,0.900599980030616,NA
"ENSG00000287190",1.48843920028798,-0.102428312941352,1.88418287751471,-0.0543621928442838,0.956646600030588,NA
"ENSG00000276509",0.516778820150072,1.15016470152288,4.03341448949326,0.285159064241716,0.775522280854053,NA
"ENSG00000271121",0.317461190470189,-1.68771561148729,4.0347624733484,-0.418293672213788,0.675732415555651,NA
"ENSG00000227868",1.75591121988291,2.19424527472024,2.01653521299993,1.08812643616371,0.276539294612565,NA
"ENSG00000235105",0.877955609941454,2.112375011165,2.5123855128209,0.840784585162345,0.400468624306243,NA
"ENSG00000162373",1.75813439925803,-4.16453940489555,3.51747441124139,-1.1839572710426,0.236429977513602,NA
"ENSG00000230364",2.7308852720888,0.592386755022646,1.46186811983279,0.405225852445844,0.685311503556975,NA
"ENSG00000236741",0.348957394494457,2.03750601639804,4.04000985490667,0.504331942142034,0.614028134721412,NA
"ENSG00000207205",12.2028567821285,0.243893858514834,0.646109999837467,0.377480395870962,0.705816630520389,NA
"ENSG00000233586",1.13614904311826,-2.30983959250281,2.71329926094571,-0.851302923252823,0.394601101481182,NA
"ENSG00000227212",14.3420271714143,0.781157255318223,0.61864892435938,1.2626826372116,0.20670325631182,NA
"ENSG00000275291",3.67394035497543,-0.98506656642677,1.48288599839513,-0.664290152778347,0.506504622331346,NA
"ENSG00000274265",7.35307072297547,-0.800264697920721,1.04079902793562,-0.768894547786054,0.441955914371452,NA
"ENSG00000273062",5.46920815770557,0.108832794743371,0.926200653818067,0.117504554002128,0.906460235473863,NA
"ENSG00000228196",7.52653410189785,-1.32305293541131,0.86157621274689,-1.53561915456456,0.124631813545712,NA
"ENSG00000197915",0.293022399876339,-1.58734813434757,4.04382638527211,-0.392536173196949,0.694662089225729,NA
"ENSG00000276216",3.35977639477196,0.772124585711668,1.21369465237389,0.636176969389669,0.52466108239288,NA
"ENSG00000236140",3.28569051790242,2.63229210430636,1.44246137206982,1.82486141762619,0.0680219447768544,NA
"ENSG00000234367",11.3620057705481,0.328257598875963,0.84625537889593,0.38789425398303,0.698094290527282,NA
"ENSG00000260063",19.1152896525103,-0.435406710497477,0.56763610510776,-0.767052529921117,0.443050284034813,NA
"ENSG00000241188",0.316777021271058,-1.68500243645115,4.0349995524747,-0.417596684841692,0.676242021025396,NA
"ENSG00000131910",0.902821821023735,-3.20306806228509,3.36754001488314,-0.951159614474911,0.34152335606397,NA
"ENSG00000172746",1.16554293606482,-0.152691104157266,2.33899530546728,-0.0652806372891638,0.947950558660538,NA
"ENSG00000188782",0.495468594432626,1.07707450724765,3.48392647676551,0.309155349411281,0.757203357208345,NA
"ENSG00000278572",0.370267620211903,2.11193770609377,4.03341515263766,0.523610297024017,0.600549618126854,NA
"ENSG00000270733",2.0294000623212,-2.18521061331289,2.3289498605818,-0.938281519193805,0.348099754580644,NA
"ENSG00000223583",1.75591121988291,2.19424527472024,2.01653521299993,1.08812643616371,0.276539294612565,NA
"ENSG00000225891",27.6973571441852,0.463671736743243,0.563757294478098,0.822466939735991,0.410811195030285,NA
"ENSG00000174332",1.90732765297688,-2.0798802461325,1.94426498920163,-1.06975142672633,0.284731211361402,NA
"ENSG00000201003",10.8391242478727,-0.811381246352355,0.711192116864906,-1.1408749156685,0.253921979391475,NA
"ENSG00000182901",0.317461190470189,-1.68771561148729,4.0347624733484,-0.418293672213788,0.675732415555651,NA
"ENSG00000188822",1.24933481984092,-1.26322679127532,3.25255506782542,-0.388379832142207,0.697734966803881,NA
"ENSG00000158055",20.2930185235675,-0.476680523128369,0.534577205895556,-0.891696312284406,0.372555730693317,NA
"ENSG00000213060",2.1531473622548,-0.0214451014803707,1.6532042993121,-0.0129718398925614,0.989650259481443,NA
"ENSG00000287336",0.844425988927083,2.07589065670765,2.92298489768419,0.710195478037648,0.477582924640315,NA
"ENSG00000180999",0.495468594432626,1.07707450724765,3.48392647676551,0.309155349411281,0.757203357208345,NA
"ENSG00000272195",8.08894572525525,-0.772822866278898,0.910216182458548,-0.849054193028582,0.395851137680965,NA
"ENSG00000168148",0.956312419964581,-0.678663898306127,3.48241626936467,-0.194883048381216,0.845484505184693,NA
"ENSG00000198691",9.57492143925867,-0.868652872999393,0.720366591235382,-1.20584836049894,0.227875964773622,NA
"ENSG00000117090",5.16031002916274,-2.59196764967173,2.08363761803433,-1.24396278279759,0.213513260724109,NA
"ENSG00000085552",0.697914788988914,3.03613078633055,3.6607538910037,0.829373095468623,0.406893320766791,NA
"ENSG00000175206",1.0153759794591,1.15036278603166,2.78790540141199,0.412626190777144,0.679880509302752,NA
"ENSG00000170498",2.37902518421353,1.47387917805521,1.87439056500374,0.786324475578156,0.43167741695517,NA
"ENSG00000196189",5.4444628149207,-0.637662183786737,1.08642958809908,-0.586933742206388,0.557248207049494,NA
"ENSG00000175707",2.28202318375036,0.224949824868246,1.64260012431948,0.136947405237438,0.891072367836093,NA
"ENSG00000134258",0.903505990222866,-3.20407958611533,3.36686747696465,-0.95165004504541,0.341274492006879,NA
"ENSG00000162365",7.30805842677514,-0.374492526318816,0.841400803233733,-0.445082206814564,0.656260346888041,NA
"ENSG00000211452",2.04893361975925,1.22762139679802,1.64680270886197,0.745457479631165,0.455995206819911,NA
"ENSG00000116329",0.316777021271058,-1.68500243645115,4.0349995524747,-0.417596684841692,0.676242021025396,NA
"ENSG00000234383",11.5713052793614,0.109500930783949,0.690754829783589,0.158523583278101,0.874044238844921,NA
"ENSG00000229133",3.8922924800858,0.910380573724092,1.50866198097045,0.603435749828126,0.546218845738174,NA
"ENSG00000284734",0.439533599814508,-2.16923880739664,3.9988596890632,-0.542464346355904,0.587498662481428,NA
"ENSG00000154451",172.18968219943,-5.12061027564798,3.29075688918948,-1.55605851421896,NA,NA
"ENSG00000162595",0.317461190470189,-1.68771561148729,4.0347624733484,-0.418293672213788,0.675732415555651,NA
"ENSG00000121764",1.34633682030409,0.933453217150281,1.93179728629323,0.4832045389925,0.62895051280273,NA
"ENSG00000203852",0.687728810682092,0.21952495349224,3.83389659743466,0.0572589656275885,0.95433890738085,NA
"ENSG00000203814",13.208308187185,0.0514114056079572,0.682514861739865,0.0753264265585359,0.939954995855215,NA
"ENSG00000270276",2.71711243120203,0.90572151887658,1.50621434671501,0.60132312565733,0.547624789639288,NA
"ENSG00000288859",1.98669427499745,0.166896008881081,1.74929263374403,0.09540771261574,0.923990990244334,NA
"ENSG00000186086",12.4931118909608,-0.0497101423176336,0.880242380828861,-0.0564732435068908,0.954964810087731,NA
"ENSG00000288825",0.370267620211903,2.11193770609377,4.03341515263766,0.523610297024017,0.600549618126854,NA
"ENSG00000270882",3.7908651521505,-0.710158414897405,1.37258942740549,-0.517385899030105,0.604886801153816,NA
"ENSG00000120341",1.18430899480228,-3.5956960828208,3.18297060020057,-1.12966675928273,0.258616668927555,NA
"ENSG00000187144",0.663290020088242,0.318914611637778,3.86931207944182,0.0824215274162595,0.934311517886349,NA
"ENSG00000224494",0.697914788988914,3.03613078633055,3.6607538910037,0.829373095468623,0.406893320766791,NA
"ENSG00000227288",4.4409477043577,0.316086848600464,1.08947977083325,0.290126404420265,0.771719536309822,NA
"ENSG00000286668",4.09299747305465,-0.371090855124723,1.07599016001579,-0.344883130826472,0.730182233086347,NA
"ENSG00000215893",0.316777021271058,-1.68500243645115,4.0349995524747,-0.417596684841692,0.676242021025396,NA
"ENSG00000081277",0.317461190470189,-1.68771561148729,4.0347624733484,-0.418293672213788,0.675732415555651,NA
"ENSG00000159166",9.1148450138018,0.821976420223216,0.983664011092249,0.835627217173986,0.403364652242431,NA
"ENSG00000224536",15.4629661411599,0.505097587405426,0.611752866058597,0.825656266491516,0.408999107351003,NA
"ENSG00000236390",0.343864405341046,0.20452045764241,4.0804728567969,0.0501217542231013,0.960025364160403,NA
"ENSG00000231871",10.0098918905169,-0.318051472143894,0.692370052761736,-0.459366304009316,0.64597114144884,NA
"ENSG00000235121",0.343864405341046,0.20452045764241,4.0804728567969,0.0501217542231013,0.960025364160403,NA
"ENSG00000277681",2.19720504617556,0.866961977186462,1.64918160780194,0.525692242191545,0.599102054808847,NA
"ENSG00000235299",0.958756815641853,-0.799418313544037,2.44911321649047,-0.326411334584844,0.744113162990098,NA
"ENSG00000225075",2.3657106410303,0.629697233080039,1.37740982569348,0.45716040450271,0.647555756014433,NA
"ENSG00000184599",0.902821821023735,-3.20306806228509,3.36754001488314,-0.951159614474911,0.34152335606397,NA
"ENSG00000287979",0.293022399876339,-1.58734813434757,4.04382638527211,-0.392536173196949,0.694662089225729,NA
"ENSG00000274423",3.49950062436015,-1.4870260518715,2.08647922684997,-0.712696312877514,0.47603369856551,NA
"ENSG00000229901",1.70421637982876,-1.95074081630719,2.14484254601378,-0.909503040180118,0.363084653767303,NA
"ENSG00000232134",3.99173887622625,1.68883558825669,1.30721874785077,1.29193036057152,0.196381262448715,NA
"ENSG00000270585",0.990937188865253,1.23682434344274,2.79834784040428,0.441983775420875,0.658500946581483,NA
"ENSG00000213033",0.941444431191517,-1.98676696968321,2.83566201985505,-0.700636026357177,0.483530189417445,NA
"ENSG00000227857",10.361312771296,-0.034441045694405,0.77473627921903,-0.044455186388229,0.964541572717545,NA
"ENSG00000171357",0.663290020088242,0.318914611637778,3.86931207944182,0.0824215274162595,0.934311517886349,NA
"ENSG00000117477",1.16520085146525,-0.147785099631491,2.69891168403992,-0.054757293654854,0.9563318240519,NA
"ENSG00000234604",1.52237979998952,1.1537950239488,2.13098858751908,0.541436510127941,0.588206747808528,NA
"ENSG00000198734",14.288831614338,-5.23972399222433,3.86057666353515,-1.35723868449909,NA,NA
"ENSG00000223656",2.05383885291505,-2.21270598083253,1.90881303760839,-1.15920519047004,0.246372556249982,NA
"ENSG00000244682",0.370267620211903,2.11193770609377,4.03341515263766,0.523610297024017,0.600549618126854,NA
"ENSG00000266262",1.76360293331555,-2.00124959792277,1.87707388204339,-1.06615387762159,0.286354087710278,NA
"ENSG00000281741",1.80208765668264,-0.536206634240403,2.06753974909295,-0.259345260218403,0.795368861040104,NA
"ENSG00000277610",0.887046440361975,2.15252704604793,3.55431507739046,0.605609519465643,0.544774079500702,NA
